SN,Date ,AEZ1,Year,State,LGA,Location,Village,Lat,Long,Crop,Code,Type,Treatment,B1,B2,G1,G2,Total-Afl,Source
530,Not reported,,2013,BORNO,BAMA,,,11.5218,13.6884,MAIZE,BR1098M-2,,,3.81,0,0,0,3.81,NAFDAC Market Survey Sample 2013
531,Not reported,,2013,BORNO,MMC,,,11.8372,13.1542,MAIZE,BR1099M-2,,,7.73,0,0,0,7.73,NAFDAC Market Survey Sample 2013
532,Not reported,,2013,BORNO,GWOZA,,,11.8372,13.1542,MAIZE,BR1100M-2,,,27.46,1.11,0,0,28.56,NAFDAC Market Survey Sample 2013
533,Not reported,,2013,BORNO,GUBIO,,,11.8372,13.1542,MAIZE,BR1101M-2,,,2.79,0,0,0,2.79,NAFDAC Market Survey Sample 2013
534,Not reported,,2013,BORNO,BAMA,,,11.8372,13.1542,MAIZE,BR1102M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
535,Not reported,,2013,BORNO,ABADAM,,,11.8372,13.1542,MAIZE,BR1103M-2,,,13.13,0.68,0,0,13.81,NAFDAC Market Survey Sample 2013
536,Not reported,,2013,BORNO,GUBIO,,,11.8372,13.1542,MAIZE,BR1104M-2,,,3.08,0,0,0,3.08,NAFDAC Market Survey Sample 2013
537,Not reported,,2013,BORNO,DIKWA,,,11.8372,13.1542,MAIZE,BR1105M-2,,,1.09,0,0,0,1.09,NAFDAC Market Survey Sample 2013
538,Not reported,,2013,BORNO,GWOZA,,,11.8372,13.1542,MAIZE,BR1106M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
539,Not reported,,2013,BORNO,KONDUGA,,,11.8372,13.1542,MAIZE,BR1107M-2,,,1.63,0,0,0,1.63,NAFDAC Market Survey Sample 2013
540,Not reported,,2013,BORNO,HAWUL,,,11.8372,13.1542,MAIZE,BR1108M-2,,,3.66,0,0,0,3.66,NAFDAC Market Survey Sample 2013
541,Not reported,,2013,BORNO,ASKIRA UBA,,,11.8372,13.1542,MAIZE,BR1109M-2,,,1.41,0,0,0,1.41,NAFDAC Market Survey Sample 2013
542,Not reported,,2013,BORNO,MMC,,,11.8372,13.1542,MAIZE,BR1110M-2,,,4.94,0,0,0,4.94,NAFDAC Market Survey Sample 2013
543,Not reported,,2013,BORNO,MONGUNO,,,11.8372,13.1542,MAIZE,BR1111M-2,,,10.19,0,0,0,10.19,NAFDAC Market Survey Sample 2013
544,Not reported,,2013,BORNO,NGANZAI,,,11.8372,13.1542,MAIZE,BR1112M-2,,,5.41,0,0,0,5.41,NAFDAC Market Survey Sample 2013
545,Not reported,,2013,BORNO,MAFA,,,11.8372,13.1542,MAIZE,BR1113M-2,,,1.56,0,0,0,1.56,NAFDAC Market Survey Sample 2013
546,Not reported,,2013,BORNO,BIU,,,11.8372,13.1542,MAIZE,BR1114M-2,,,3.28,0,0,0,3.28,NAFDAC Market Survey Sample 2013
547,Not reported,,2013,BORNO,BAMA,,,11.8372,13.1542,MAIZE,BR1115M-2,,,1.85,0,0,0,1.85,NAFDAC Market Survey Sample 2013
548,Not reported,,2013,BORNO,NGANZAI,,,11.8372,13.1542,MAIZE,BR1116M-2,,,4.04,0,0,0,4.04,NAFDAC Market Survey Sample 2013
549,Not reported,,2013,BORNO,ABADAM,,,11.8372,13.1542,MAIZE,BR1117M-2,,,3.16,0,0,0,3.16,NAFDAC Market Survey Sample 2013
550,Not reported,,2013,BORNO,GUBIO,,,11.8372,13.1542,MAIZE,BR1118M-2,,,2.71,0,0,0,2.71,NAFDAC Market Survey Sample 2013
551,Not reported,,2013,BORNO,ASKIRA UBA,,,11.8372,13.1542,MAIZE,BR1119M-2,,,2.22,0,0,0,2.22,NAFDAC Market Survey Sample 2013
552,Not reported,,2013,BORNO,BIU,,,11.8372,13.1542,MAIZE,BR1120M-2,,,59,4.04,0,0,63.04,NAFDAC Market Survey Sample 2013
553,Not reported,,2013,BORNO,MMC,,,11.8372,13.1542,MAIZE,BR1121M-2,,,1.26,0,0,0,1.26,NAFDAC Market Survey Sample 2013
554,Not reported,,2013,BORNO,GWOZA,,,11.0897,13.6884,MAIZE,BR1122M-2,,,2.33,0,0,0,2.33,NAFDAC Market Survey Sample 2013
555,Not reported,,2013,BORNO,KONDUGA,,,11.6549,13.4197,MAIZE,BR1123M-2,,,74.64,4.53,0,0,79.17,NAFDAC Market Survey Sample 2013
556,Not reported,,2013,BORNO,DAMBOA,,,11.1561,12.7566,MAIZE,BR1124M-2,,,1.49,0,0,0,1.49,NAFDAC Market Survey Sample 2013
557,Not reported,,2013,BORNO,DAMBOA,,,11.1561,12.7566,MAIZE,BR1125M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
558,Not reported,,2013,BORNO,KALA BALGE,,,12.0825,14.4672,MAIZE,BR1126M-2,,,4.06,0,0,0,4.06,NAFDAC Market Survey Sample 2013
559,Not reported,,2013,BORNO,DIKWA,,,12.042,13.9173,MAIZE,BR1127M-2,,,11.66,0,0,0,11.66,NAFDAC Market Survey Sample 2013
560,Not reported,,2013,BORNO,BIU,,,10.6117,12.1919,MAIZE,BR1128M-2,,,12.8,0.98,0,0,13.78,NAFDAC Market Survey Sample 2013
561,Not reported,,2013,BORNO,MAFA,,,11.924,13.5987,MAIZE,BR1129M-2,,,2.69,0,0,0,2.69,NAFDAC Market Survey Sample 2013
562,Not reported,,2013,BORNO,HAWUL,,,10.4676,12.3464,MAIZE,BR1130M-2,,,1.87,0,0,0,1.87,NAFDAC Market Survey Sample 2013
563,Not reported,,2013,BORNO,DIKWA,,,12.042,13.9173,MAIZE,BR1131M-2,,,1.73,0,0,0,1.73,NAFDAC Market Survey Sample 2013
564,Not reported,,2013,BORNO,MONGUNO,,,12.6729,13.616,MAIZE,BR1132M-2,,,1.25,0,0,0,1.25,NAFDAC Market Survey Sample 2013
565,Not reported,,2013,BORNO,MONGUNO,,,12.6729,13.616,MAIZE,BR1133M-2,,,2.15,0,0,0,2.15,NAFDAC Market Survey Sample 2013
566,Not reported,,2013,BORNO,DAMBOA,,,11.1561,12.7566,MAIZE,BR1134M-2,,,5.61,0,0,0,5.61,NAFDAC Market Survey Sample 2013
567,Not reported,,2013,BORNO,,,,11.8846,13.152,MAIZE,BR1135M-2,,,1.16,0,0,0,1.16,NAFDAC Market Survey Sample 2013
568,Not reported,,2013,BORNO,,,,11.8846,13.152,MAIZE,BR1136M-2,,,3.62,0,0,0,3.62,NAFDAC Market Survey Sample 2013
657,Not reported,,2013,DELTA,ANIOCHA SOUTH,,,6.1562,6.4503,MAIZE,DT1363M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
658,Not reported,,2013,DELTA,ANIOCHA SOUTH,,,6.1562,6.4503,MAIZE,DT1364M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
659,Not reported,,2013,DELTA,ANIOCHA SOUTH,,,6.1562,6.4503,MAIZE,DT1365M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
660,Not reported,,2013,DELTA,IKA NORTH EAST,,,6.2213,6.3013,MAIZE,DT1366M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
661,Not reported,,2013,DELTA,IKA NORTH EAST,,,6.2213,6.3013,MAIZE,DT1367M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
662,Not reported,,2013,DELTA,IKA NORTH EAST,,,6.2213,6.3013,MAIZE,DT1368M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
663,Not reported,,2013,DELTA,ANIOCHA NORTH,,,6.3461,6.4717,MAIZE,DT1369M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
664,Not reported,,2013,DELTA,ANIOCHA NORTH,,,6.3461,6.4717,MAIZE,DT1370M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
665,Not reported,,2013,DELTA,ANIOCHA NORTH,,,6.3461,6.4717,MAIZE,DT1371M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
666,Not reported,,2013,DELTA,OSHIMILI NORTH,,,6.4077,6.6211,MAIZE,DT1372M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
667,Not reported,,2013,DELTA,OSHIMILI NORTH,,,6.4077,6.6211,MAIZE,DT1373M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
668,Not reported,,2013,DELTA,OSHIMILI NORTH,,,6.4077,6.6211,MAIZE,DT1374M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
669,Not reported,,2013,DELTA,OSHIMILI SOUTH,,,6.0698,6.6211,MAIZE,DT1375M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
670,Not reported,,2013,DELTA,OSHIMILI SOUTH,,,6.0698,6.6211,MAIZE,DT1376M-2,,,0.81,0,0,0,0.81,NAFDAC Market Survey Sample 2013
671,Not reported,,2013,DELTA,OSHIMILI SOUTH,,,6.0698,6.6211,MAIZE,DT1377M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
672,Not reported,,2013,DELTA,ETHIOPE WEST,,,5.9323,5.751,MAIZE,DT1378M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
673,Not reported,,2013,DELTA,ETHIOPE WEST,,,5.9323,5.751,MAIZE,DT1379M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
674,Not reported,,2013,DELTA,ETHIOPE WEST,,,5.9323,5.751,MAIZE,DT1380M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
675,Not reported,,2013,DELTA,SAPELE,,,5.8751,5.6931,MAIZE,DT1381M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
676,Not reported,,2013,DELTA,SAPELE,,,5.8751,5.6931,MAIZE,DT1382M-2,,,6.93,2.48,0,0,9.41,NAFDAC Market Survey Sample 2013
677,Not reported,,2013,DELTA,SAPELE,,,5.8751,5.6931,MAIZE,DT1383M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
678,Not reported,,2013,DELTA,UVWIE,,,5.565,5.7827,MAIZE,DT1384M-2,,,1.14,0,0,0,1.14,NAFDAC Market Survey Sample 2013
679,Not reported,,2013,DELTA,UVWIE,,,5.565,5.7827,MAIZE,DT1385M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
680,Not reported,,2013,DELTA,UVWIE,,,5.565,5.7827,MAIZE,DT1386M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
681,Not reported,,2013,DELTA,UDU,,,5.4704,5.8354,MAIZE,DT1388M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
682,Not reported,,2013,DELTA,UDU,,,5.4704,5.8354,MAIZE,DT1389M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
683,Not reported,,2013,DELTA,ETHIOPE EAST,,,5.6782,5.9621,MAIZE,DT1390M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
684,Not reported,,2013,DELTA,ETHIOPE EAST,,,5.6782,5.9621,MAIZE,DT1391M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
685,Not reported,,2013,DELTA,ETHIOPE EAST,,,5.6782,5.9621,MAIZE,DT1392M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
686,Not reported,,2013,DELTA,WARRI NORTH,,,5.9593,5.1432,MAIZE,DT1393M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
687,Not reported,,2013,DELTA,WARRI NORTH,,,5.9593,5.1432,MAIZE,DT1394M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
688,Not reported,,2013,DELTA,WARRI NORTH,,,5.9593,5.1432,MAIZE,DT1395M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
689,Not reported,,2013,DELTA,WARRI SOUTH,,,5.6609,5.6037,MAIZE,DT1396M-2,,,2.16,0,0,0,2.16,NAFDAC Market Survey Sample 2013
690,Not reported,,2013,DELTA,WARRI SOUTH,,,5.6609,5.6037,MAIZE,DT1397M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
691,Not reported,,2013,DELTA,WARRI SOUTH,,,5.6609,5.6037,MAIZE,DT1398M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
692,Not reported,,2013,DELTA,WARRI SOUTH WEST,,,5.5787,5.4359,MAIZE,DT1399M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
693,Not reported,,2013,DELTA,WARRI SOUTH WEST,,,5.5787,5.4359,MAIZE,DT1400M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
694,Not reported,,2013,DELTA,WARRI SOUTH WEST,,,5.5787,5.4359,MAIZE,DT1401M-2,,,2.31,0,0,0,2.31,NAFDAC Market Survey Sample 2013
695,Not reported,,2013,DELTA,ISOKO SOUTH,,,5.4043,6.1951,MAIZE,DT1402M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
696,Not reported,,2013,DELTA,ISOKO SOUTH,,,5.4043,6.1951,MAIZE,DT1403M-2,,,33.82,16.31,0,0,50.13,NAFDAC Market Survey Sample 2013
697,Not reported,,2013,DELTA,ISOKO SOUTH,,,5.4043,6.1951,MAIZE,DT1404M-2,,,28.94,15.4,0,0,44.34,NAFDAC Market Survey Sample 2013
698,Not reported,,2013,DELTA,ISOKO NORTH,,,5.5919,6.2164,MAIZE,DT1405M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
699,Not reported,,2013,DELTA,ISOKO NORTH,,,5.5919,6.2164,MAIZE,DT1406M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
700,Not reported,,2013,DELTA,ISOKO NORTH,,,5.5919,6.2164,MAIZE,DT1407M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
91,20/11/2013,,2013,EDO,ESAN SOUTH EAST,,,6.6214,6.493,MAIZE,ED181M-2,,,0.47,0,0,0,0.47,NAFDAC Market Survey Sample 2013
92,20/11/2013,,2013,EDO,ESAN SOUTH EAST,,,6.6214,6.493,MAIZE,ED182M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
93,20/11/2013,,2013,EDO,ESAN SOUTH EAST,,,6.6214,6.493,MAIZE,ED183M-2,,,1.48,1.46,0,0,2.93,NAFDAC Market Survey Sample 2013
94,20/11/2013,,2013,EDO,OWAN WEST,,,6.9279,5.8565,MAIZE,ED184M-2,,,1.37,0,0,0,1.37,NAFDAC Market Survey Sample 2013
95,20/11/2013,,2013,EDO,OWAN WEST,,,6.9279,5.8565,MAIZE,ED185M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
96,20/11/2013,,2013,EDO,OWAN WEST,,,6.9279,5.8565,MAIZE,ED186M-2,,,1.07,0,0,0,1.07,NAFDAC Market Survey Sample 2013
97,20/11/2013,,2013,EDO,ESAN NORTH EAST,,,6.7297,6.3439,MAIZE,ED187M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
98,20/11/2013,,2013,EDO,ESAN NORTH EAST,,,6.7297,6.3439,MAIZE,ED188M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
99,20/11/2013,,2013,EDO,ESAN NORTH EAST,,,6.7297,6.3439,MAIZE,ED189M-2,,,2.05,0,1.88,0,3.92,NAFDAC Market Survey Sample 2013
100,18/11/2013,,2013,EDO,EGOR,,,6.3671,5.5722,MAIZE,ED190M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
101,18/11/2013,,2013,EDO,EGOR,,,6.3671,5.5722,MAIZE,ED191M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
102,18/11/2013,,2013,EDO,EGOR,,,6.3671,5.5722,MAIZE,ED192M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
103,20/11/2013,,2013,EDO,AKOKO EDO ,,,7.3533,6.1103,MAIZE,ED193M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
104,20/11/2013,,2013,EDO,AKOKO EDO ,,,7.3533,6.1103,MAIZE,ED194M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
105,20/11/2013,,2013,EDO,AKOKO EDO ,,,7.3533,6.1103,MAIZE,ED195M-2,,,1.04,0,0,0,1.04,NAFDAC Market Survey Sample 2013
106,20/11/2013,,2013,EDO,ORHIONMWON,,,6.1194,5.9833,MAIZE,ED196M-2,,,0.54,0,0,0,0.54,NAFDAC Market Survey Sample 2013
107,20/11/2013,,2013,EDO,ORHIONMWON,,,6.1194,5.9833,MAIZE,ED197M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
108,20/11/2013,,2013,EDO,ORHIONMWON,,,6.1194,5.9833,MAIZE,ED198M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
109,20/11/2013,,2013,EDO,UHUNMWODE,,,6.4579,5.9833,MAIZE,ED199M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
110,20/11/2013,,2013,EDO,UHUNMWODE,,,6.4579,5.9833,MAIZE,ED200M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
111,20/11/2013,,2013,EDO,UHUNMWODE,,,6.4579,5.9833,MAIZE,ED201M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
112,19/11/2013,,2013,EDO,OREDO,,,6.2298,5.5407,MAIZE,ED202M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
113,19/11/2013,,2013,EDO,OREDO,,,6.2298,5.5407,MAIZE,ED203M-2,,,0.77,0,0,0,0.77,NAFDAC Market Survey Sample 2013
114,19/11/2013,,2013,EDO,OREDO,,,6.2298,5.5407,MAIZE,ED204M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
115,19/11/2013,,2013,EDO,IKPOBA OKHA,,,6.1649,5.6879,MAIZE,ED205M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
116,19/11/2013,,2013,EDO,IKPOBA OKHA,,,6.1649,5.6879,MAIZE,ED206M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
117,19/11/2013,,2013,EDO,IKPOBA OKHA,,,6.1649,5.6879,MAIZE,ED207M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
118,20/11/2013,,2013,EDO,ETSAKO CENTRAL,,,7.0057,6.4503,MAIZE,ED208M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
119,20/11/2013,,2013,EDO,ETSAKO CENTRAL,,,7.0057,6.4503,MAIZE,ED209M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
120,20/11/2013,,2013,EDO,ETSAKO CENTRAL,,,7.0057,6.4503,MAIZE,ED210M-2,,,0.6,0,0,0,0.6,NAFDAC Market Survey Sample 2013
121,20/11/2013,,2013,EDO,OVIA NORTH EAST,,,6.5047,5.6037,MAIZE,ED211M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
122,20/11/2013,,2013,EDO,OVIA NORTH EAST,,,6.5047,5.6037,MAIZE,ED212M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
123,20/11/2013,,2013,EDO,OVIA NORTH EAST,,,6.5047,5.6037,MAIZE,ED213M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
124,20/11/2013,,2013,EDO,ESAN WEST,,,6.6899,6.1315,MAIZE,ED214M-2,,,0.82,0,0,0,0.82,NAFDAC Market Survey Sample 2013
125,20/11/2013,,2013,EDO,ESAN WEST,,,6.6899,6.1315,MAIZE,ED215M-2,,,0.54,0,0,0,0.54,NAFDAC Market Survey Sample 2013
126,Not reported,,2013,EDO,ESAN WEST,,,6.6899,6.1315,MAIZE,ED216M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
127,20/11/2013,,2013,EDO,OVIA SOUTH WEST,,,6.4653,5.3103,MAIZE,ED217M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
128,20/11/2013,,2013,EDO,OVIA SOUTH WEST,,,6.4653,5.3103,MAIZE,ED218M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
129,20/11/2013,,2013,EDO,OVIA SOUTH WEST,,,6.4653,5.3103,MAIZE,ED219M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
130,Not reported,,2013,EDO,ESTAKO WEST,,,7.008,6.2801,MAIZE,ED220M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
131,Not reported,,2013,EDO,ESTAKO WEST,,,7.008,6.2801,MAIZE,ED221M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
132,Not reported,,2013,EDO,ESTAKO WEST,,,7.008,6.2801,MAIZE,ED222M-2,,,1.55,0,0,0,1.55,NAFDAC Market Survey Sample 2013
133,Not reported,,2013,EDO,OWAN EAST,,,7.0969,6.0256,MAIZE,ED223M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
134,Not reported,,2013,EDO,OWAN EAST,,,7.0969,6.0256,MAIZE,ED224M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
135,Not reported,,2013,EDO,OWAN EAST,,,7.0969,6.0256,MAIZE,ED225M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
163,12/11/2013,,2013,ENUGU,NKANU WEST,,,6.3322,7.5031,MAIZE,EN361M-2,,,2.51,0,0,0,2.51,NAFDAC Market Survey Sample 2013
164,12/11/2013,,2013,ENUGU,NKANU EAST ,,,6.3322,7.5031,MAIZE,EN362M-2,,,2.22,0,0,0,2.22,NAFDAC Market Survey Sample 2013
165,12/11/2013,,2013,ENUGU,ENUGU EAST,,,6.5639,7.5681,MAIZE,EN363M-2,,,0.92,0,0,0,0.92,NAFDAC Market Survey Sample 2013
166,12/11/2013,,2013,ENUGU,ENUGU SOUTH,,,6.3849,7.5139,MAIZE,EN364M-2,,,0.6,0,0,0,0.6,NAFDAC Market Survey Sample 2013
167,12/11/2013,,2013,ENUGU,ENUGU NORTH,,,6.4584,7.5464,MAIZE,EN365M-2,,,6.85,0,0,0,6.85,NAFDAC Market Survey Sample 2013
168,13/11/2013,,2013,ENUGU,UDENU,,,6.8828,7.5464,MAIZE,EN366M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
169,13/11/2013,,2013,ENUGU,NSUKKA,,,6.8429,7.3733,MAIZE,EN368M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
170,13/11/2013,,2013,ENUGU,IGBO ETITI,,,6.6722,7.4165,MAIZE,EN369M-2,,,7.01,0,0,0,7.01,NAFDAC Market Survey Sample 2013
171,13/11/2013,,2013,ENUGU,IGBO EZE SOUTH,,,6.9386,7.3841,MAIZE,EN370M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
172,14/11/2013,,2013,ENUGU,ORJI RIVER ,,,6.2537,7.2734,MAIZE,EN371M-2,,,10.05,0,0,0,10.05,NAFDAC Market Survey Sample 2013
173,14/11/2013,,2013,ENUGU,EZEAGU,,,6.3846,7.2914,MAIZE,EN372M-2,,,16.18,0,0,0,16.18,NAFDAC Market Survey Sample 2013
174,14/11/2013,,2013,ENUGU,AGWU,,,6.0649,7.476,MAIZE,EN373M-2,,,6.28,0,0,0,6.28,NAFDAC Market Survey Sample 2013
175,14/11/2013,,2013,ENUGU,UDI,,,6.4818,7.3949,MAIZE,EN374M-2,,,5.91,0,0,0,5.91,NAFDAC Market Survey Sample 2013
176,14/11/2013,,2013,ENUGU,ANINRI,,,6.0362,7.5897,MAIZE,EN375M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
341,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC723M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
342,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC724M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
343,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC725M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
344,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC726M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
345,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC727M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
346,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC728M-2,,,1.27,0,0,0,1.27,NAFDAC Market Survey Sample 2013
347,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC729M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
348,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC730M-2,,,4.79,0,0,0,4.79,NAFDAC Market Survey Sample 2013
349,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC731M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
350,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC732M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
351,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC733M-2,,,1.5,0,0,0,1.5,NAFDAC Market Survey Sample 2013
352,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC734M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
353,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC735M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
354,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC736M-2,,,16.63,3.78,0,0,20.4,NAFDAC Market Survey Sample 2013
355,12/11/2013,,2013,FCT,,,,9.0563,7.4985,MAIZE,FC737M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
221,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM481M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
222,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM482M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
223,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM483M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
224,14/11/2013,,2013,GOMBE,KWAMI,,,10.4019,11.1391,MAIZE,GM484M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
225,14/11/2013,,2013,GOMBE,GOMBE SOUTH,,,10.25,11.1666,MAIZE,GM485M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
226,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM486M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
227,14/11/2013,,2013,GOMBE,GOMBE SOUTH,,,10.25,11.1666,MAIZE,GM487M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
228,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM488M-2,,,0.81,0,0,0,0.81,NAFDAC Market Survey Sample 2013
229,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM489M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
230,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM490M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
231,14/11/2013,,2013,GOMBE,GOMBE NORTH,,,10.5189,11,MAIZE,GM491M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
232,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM492M-2,,,74.36,36.64,0,0,111.01,NAFDAC Market Survey Sample 2013
233,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM493M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
234,14/11/2013,,2013,GOMBE,,,,10.2791,11.1731,MAIZE,GM494M-2,,,0,0,0,0,0,NAFDAC Market Survey Sample 2013
